Crop,Disease,Temperature(C),Humidity(%),Rainfall(mm),Soil_pH,Soil_Moisture(%),Leaf_Spots,Wilting
Potato,Early Blight,34.8,69,37,8.2,33,1,0
Sugarcane,Smut,36.4,49,399,5.4,33,1,1
Soybean,Bacterial Blight,25.5,52,282,6.1,13,1,1
Grapes,Healthy,30.7,90,338,5.7,27,0,1
Groundnut,Rust,44.1,70,225,8.0,68,1,1
Apple,Fire Blight,37.5,75,41,6.1,72,1,1
Soybean,Bacterial Blight,32.9,51,115,5.9,88,1,0
Groundnut,Tikka Disease,18.5,88,342,5.7,16,1,1
Wheat,Powdery Mildew,28.3,61,377,6.4,10,0,1
Groundnut,Healthy,41.5,75,252,7.0,30,0,0
Tomato,Late Blight,16.5,57,366,7.8,63,1,1
Cotton,Healthy,37.3,52,249,6.4,29,0,0
Rice,Brown Spot,23.4,58,77,7.7,40,1,0
Grapes,Downy Mildew,27.6,56,253,8.0,20,1,0
Mango,Powdery Mildew,17.3,85,6,7.1,75,1,0
Chilli,Leaf Curl,41.8,58,334,7.3,35,1,1
Onion,Healthy,20.0,30,26,4.9,22,0,0
Onion,Healthy,41.7,83,147,5.4,67,0,0
Cotton,Healthy,34.3,77,158,7.3,52,0,0
Cotton,Healthy,21.4,78,326,5.8,16,0,0
Banana,Healthy,32.7,93,25,5.4,70,0,0
Maize,Leaf Blight,43.3,31,60,7.4,27,0,1
Grapes,Downy Mildew,40.6,45,172,5.6,17,1,0
Onion,Healthy,24.4,53,137,4.9,16,0,0
Apple,Fire Blight,26.2,43,49,6.2,79,1,1
Soybean,Healthy,30.3,40,123,5.8,15,1,1
Chilli,Anthracnose,41.1,46,100,4.9,86,1,0
Apple,Fire Blight,32.8,88,20,6.7,77,0,1
Maize,Downy Mildew,34.3,93,29,5.6,19,0,1
Rice,Brown Spot,40.8,60,237,6.3,25,1,1
Rice,Bacterial Leaf Blight,16.8,95,349,5.1,86,1,1
Chilli,Healthy,21.9,89,336,5.2,14,1,0
Mango,Powdery Mildew,43.8,77,286,5.3,30,0,0
Potato,Early Blight,31.7,48,161,7.1,72,1,0
Soybean,Healthy,21.0,31,61,5.7,62,0,0
Onion,Healthy,34.2,50,129,5.8,14,0,0
Rice,Blast,38.8,40,21,7.8,63,1,0
Onion,Healthy,21.6,54,264,4.8,47,0,0
Soybean,Bacterial Blight,23.9,47,154,5.9,18,1,1
Chilli,Anthracnose,24.3,80,12,4.9,38,0,0
Groundnut,Tikka Disease,26.6,35,229,5.1,26,1,0
Wheat,Powdery Mildew,40.5,40,348,5.0,54,1,1
Groundnut,Tikka Disease,15.9,44,354,7.7,45,1,1
Cotton,Boll Rot,22.0,89,312,6.0,11,1,1
Soybean,Rust,32.0,46,197,6.4,41,1,1
Grapes,Downy Mildew,24.7,60,336,7.9,77,1,0
Apple,Healthy,27.0,80,398,7.8,45,0,0
Groundnut,Healthy,42.6,93,122,5.5,38,0,0
Banana,Sigatoka,20.9,33,9,5.7,26,1,1
Soybean,Bacterial Blight,43.4,88,271,4.9,75,1,1
Tomato,Septoria Leaf Spot,37.7,84,137,5.3,48,1,1
Grapes,Powdery Mildew,16.4,66,76,6.8,20,1,1
Mango,Healthy,33.7,34,104,6.7,89,1,0
Maize,Downy Mildew,42.9,47,65,6.0,38,1,0
Banana,Healthy,35.1,41,142,5.5,35,0,0
Soybean,Bacterial Blight,15.2,58,130,7.1,29,1,1
Potato,Late Blight,36.9,84,231,6.4,48,0,1
Wheat,Smut,22.2,32,145,5.3,72,1,1
Tomato,Late Blight,38.7,35,228,5.2,64,1,1
Soybean,Healthy,32.2,86,269,5.3,61,0,0
Sugarcane,Smut,29.2,55,179,5.8,68,1,1
Sugarcane,Smut,23.7,69,286,5.5,19,0,1
Chilli,Anthracnose,40.0,60,301,6.6,32,1,1
Onion,Purple Blotch,16.4,68,75,4.9,67,1,1
Banana,Sigatoka,32.0,88,63,6.5,69,1,1
Maize,Leaf Blight,20.1,45,15,7.4,31,1,0
Grapes,Powdery Mildew,39.8,52,31,6.5,14,1,1
Cotton,Boll Rot,29.7,61,98,7.0,28,1,1
Grapes,Downy Mildew,40.5,44,6,5.0,83,0,1
Banana,Sigatoka,32.3,47,179,7.8,63,0,1
Soybean,Bacterial Blight,44.9,71,282,5.1,54,1,1
Banana,Sigatoka,20.3,37,380,5.5,36,0,1
Onion,Downy Mildew,20.5,43,26,7.8,19,0,1
Potato,Late Blight,25.4,94,100,7.7,75,0,0
Apple,Apple Scab,39.2,30,31,7.7,55,1,0
Rice,Brown Spot,22.2,92,243,8.0,17,1,1
Onion,Purple Blotch,34.8,65,264,7.1,11,1,0
Sugarcane,Smut,38.0,52,315,5.4,17,1,0
Rice,Brown Spot,28.0,31,349,8.0,58,1,0
Sugarcane,Healthy,18.5,75,221,7.4,41,0,0
Potato,Late Blight,31.2,31,116,5.8,48,1,0
Chilli,Anthracnose,40.1,63,180,5.2,50,1,1
Apple,Fire Blight,23.1,42,165,5.0,14,1,0
Sugarcane,Smut,22.2,44,13,7.6,55,1,0
Groundnut,Healthy,44.6,37,272,6.7,60,0,0
Sugarcane,Healthy,29.0,89,116,7.7,40,0,0
Cotton,Boll Rot,21.5,73,106,7.5,46,1,1
Wheat,Smut,25.7,65,248,4.8,83,0,1
Soybean,Bacterial Blight,31.8,62,363,8.0,79,1,1
Groundnut,Healthy,41.7,71,298,5.9,64,0,0
Onion,Downy Mildew,32.9,78,134,7.3,15,0,1
Onion,Downy Mildew,19.0,39,150,5.9,63,1,0
Banana,Healthy,38.6,94,259,5.2,16,0,0
Banana,Panama Disease,41.8,78,137,5.6,61,1,1
Chilli,Leaf Curl,16.2,62,370,5.6,28,0,1
Onion,Healthy,20.5,62,20,5.6,75,0,1
Tomato,Late Blight,15.4,45,216,8.1,37,0,0
Soybean,Rust,29.5,66,364,7.4,33,1,1
Wheat,Powdery Mildew,23.2,46,164,7.9,51,1,0
Chilli,Healthy,17.9,31,200,8.0,27,0,0
Sugarcane,Red Rot,41.2,38,278,5.1,89,1,0
Soybean,Bacterial Blight,42.9,67,258,4.9,43,1,1
Wheat,Rust,27.5,81,382,8.0,25,1,0
Groundnut,Tikka Disease,43.0,42,265,7.4,55,1,1
Chilli,Healthy,15.1,82,239,7.8,80,0,0
Banana,Sigatoka,28.8,42,196,5.0,30,0,1
Rice,Blast,44.5,63,151,6.4,32,1,0
Wheat,Powdery Mildew,39.1,51,108,5.0,28,0,1
Onion,Healthy,31.5,65,86,8.1,21,0,0
Banana,Panama Disease,33.3,52,396,7.4,68,1,0
Apple,Fire Blight,33.9,43,372,5.9,68,1,1
Soybean,Rust,23.4,81,162,6.9,32,0,0
Groundnut,Tikka Disease,32.2,92,260,7.1,35,1,0
Wheat,Powdery Mildew,20.1,61,205,6.9,78,0,0
Tomato,Early Blight,18.4,71,0,6.1,50,1,0
Tomato,Late Blight,34.0,32,199,5.9,47,0,0
Banana,Healthy,34.3,93,376,5.4,43,0,0
Tomato,Septoria Leaf Spot,44.8,74,251,8.2,85,1,0
Wheat,Rust,22.4,87,84,5.9,90,1,1
Potato,Early Blight,21.8,66,347,5.2,90,0,0
Tomato,Septoria Leaf Spot,32.4,66,2,7.3,44,1,1
Grapes,Healthy,15.3,87,58,7.9,83,0,0
Banana,Healthy,23.8,76,331,6.1,87,0,0
Soybean,Healthy,21.0,90,400,6.8,29,0,0
Potato,Early Blight,25.6,85,245,4.9,33,1,1
Potato,Late Blight,16.5,95,299,4.8,16,1,0
Rice,Brown Spot,37.4,36,40,6.3,81,0,0
Maize,Downy Mildew,20.8,61,166,7.2,35,1,0
Maize,Healthy,22.4,79,90,6.5,86,0,0
Onion,Downy Mildew,22.8,84,54,7.4,56,1,1
Potato,Early Blight,20.7,79,302,4.8,82,1,1
Potato,Healthy,16.7,39,225,6.0,46,0,0
Sugarcane,Healthy,30.7,71,352,6.3,49,0,0
Apple,Healthy,34.5,34,3,6.0,25,0,0
Banana,Panama Disease,38.8,41,374,5.4,68,1,0
Mango,Healthy,17.7,36,384,6.5,89,0,1
Potato,Early Blight,33.6,95,346,7.8,38,1,1
Banana,Panama Disease,29.8,69,372,8.1,41,1,1
Maize,Downy Mildew,43.9,91,113,7.8,54,1,1
Maize,Healthy,33.1,77,261,8.1,84,1,0
Tomato,Septoria Leaf Spot,16.7,67,319,7.7,71,1,0
Onion,Downy Mildew,29.5,74,281,6.6,61,1,1
Potato,Healthy,25.3,46,364,6.4,50,0,0
Maize,Leaf Blight,32.2,47,344,7.2,75,1,1
Banana,Sigatoka,29.7,95,34,7.9,49,1,0
Cotton,Leaf Curl Virus,43.6,93,60,6.7,26,1,1
Groundnut,Healthy,19.6,55,346,7.9,13,0,0
Wheat,Powdery Mildew,24.0,63,359,5.7,57,1,1
Tomato,Late Blight,36.2,91,163,8.0,39,0,0
Mango,Anthracnose,25.1,55,214,4.9,14,1,0
Chilli,Healthy,37.8,81,154,5.9,35,0,0
Maize,Leaf Blight,38.3,59,315,7.5,52,1,0
Rice,Blast,37.4,33,95,6.1,38,1,1
Onion,Downy Mildew,36.9,92,182,7.9,63,1,1
Wheat,Smut,21.6,79,41,6.4,18,1,1
Onion,Healthy,42.9,57,17,5.5,31,0,0
Groundnut,Rust,18.3,33,121,7.7,75,1,1
Rice,Healthy,44.8,61,136,6.1,37,0,0
Apple,Healthy,36.9,66,284,7.2,80,0,0
Chilli,Healthy,35.8,30,172,7.5,59,1,0
Cotton,Leaf Curl Virus,15.1,75,239,6.2,71,1,1
Potato,Early Blight,24.3,44,112,7.8,35,1,0
Banana,Healthy,15.8,36,228,6.9,82,0,0
Chilli,Healthy,41.6,77,92,6.4,79,0,0
Rice,Brown Spot,23.1,89,359,5.8,43,0,1
Tomato,Septoria Leaf Spot,16.2,80,308,7.4,44,0,1
Cotton,Healthy,43.0,76,364,5.5,63,0,1
Grapes,Healthy,18.9,30,31,8.0,14,0,0
Rice,Bacterial Leaf Blight,33.9,64,358,6.7,62,1,1
Grapes,Powdery Mildew,30.0,43,4,5.6,24,1,0
Tomato,Septoria Leaf Spot,42.5,56,176,7.6,58,1,0
Apple,Healthy,31.7,76,102,8.0,23,0,0
Potato,Early Blight,31.3,67,334,7.3,10,0,0
Apple,Fire Blight,31.1,60,267,8.0,84,0,0
Wheat,Smut,24.3,91,82,4.8,56,1,1
Sugarcane,Red Rot,15.9,53,190,5.9,75,1,0
Tomato,Late Blight,39.4,70,120,7.3,25,1,1
Maize,Healthy,40.5,41,85,6.3,12,1,0
Potato,Healthy,43.5,35,93,7.5,59,1,1
Tomato,Early Blight,43.1,42,191,7.2,45,1,1
Onion,Purple Blotch,25.0,73,336,7.2,53,1,1
Groundnut,Rust,45.0,68,326,7.8,55,1,1
Tomato,Early Blight,16.2,77,146,7.7,89,0,1
Rice,Bacterial Leaf Blight,37.4,80,116,6.8,81,1,1
Grapes,Powdery Mildew,37.1,54,329,6.6,26,0,0
Sugarcane,Red Rot,42.2,62,226,5.8,54,0,1
Banana,Healthy,22.4,69,391,7.1,80,0,0
Cotton,Leaf Curl Virus,36.3,53,250,6.2,61,1,0
Maize,Healthy,44.9,42,11,7.9,24,1,0
Onion,Healthy,38.1,59,176,6.8,14,0,1
Sugarcane,Healthy,25.6,93,250,6.4,67,1,1
Rice,Bacterial Leaf Blight,42.0,80,366,7.8,22,1,0
Soybean,Rust,31.4,67,143,7.5,49,1,1
Wheat,Rust,22.1,71,287,7.2,63,1,1
Apple,Fire Blight,30.9,73,121,5.5,67,0,1
Sugarcane,Red Rot,15.9,70,40,7.7,34,1,1
Potato,Healthy,35.7,32,250,6.1,49,1,0
Apple,Healthy,41.5,33,316,5.8,27,0,1
Banana,Healthy,32.8,44,71,5.4,58,0,0
Tomato,Septoria Leaf Spot,37.6,75,345,6.4,34,1,0
Tomato,Septoria Leaf Spot,37.5,87,174,6.0,25,1,0
Onion,Downy Mildew,16.1,93,208,5.3,60,1,0
Sugarcane,Smut,21.6,74,36,6.9,45,0,1
Potato,Healthy,21.3,94,85,5.9,14,0,0
Maize,Leaf Blight,43.6,83,125,7.0,27,1,0
Mango,Powdery Mildew,24.9,51,198,6.7,73,1,1
Soybean,Bacterial Blight,36.5,73,115,7.4,87,1,1
Sugarcane,Red Rot,40.6,68,2,5.4,40,1,1
Banana,Panama Disease,35.4,78,344,5.3,19,1,0
Apple,Healthy,20.4,79,55,6.6,38,0,0
Banana,Panama Disease,19.5,75,265,7.0,89,1,1
Maize,Leaf Blight,30.5,38,318,5.3,17,1,1
Maize,Healthy,23.1,58,328,6.6,13,0,0
Grapes,Powdery Mildew,32.3,33,203,7.9,14,1,1
Apple,Healthy,34.0,71,238,6.2,72,0,0
Banana,Sigatoka,29.2,68,171,8.0,47,1,0
Chilli,Leaf Curl,35.6,61,27,6.7,30,1,0
Chilli,Leaf Curl,20.9,37,323,5.4,37,1,1
Banana,Sigatoka,41.5,73,262,6.3,15,1,1
Sugarcane,Smut,38.4,95,108,6.5,51,1,0
Banana,Sigatoka,20.6,60,389,5.7,20,1,1
Rice,Brown Spot,29.0,63,105,5.6,30,0,1
Chilli,Anthracnose,32.6,68,87,8.1,62,0,0
Banana,Sigatoka,44.2,72,253,7.1,19,0,1
Cotton,Leaf Curl Virus,30.4,83,259,7.8,81,1,0
Wheat,Healthy,25.0,55,58,7.1,65,0,0
Grapes,Downy Mildew,43.1,45,318,5.0,67,0,0
Banana,Sigatoka,25.0,53,137,5.5,61,0,1
Soybean,Bacterial Blight,42.0,54,108,8.0,54,1,1
Cotton,Leaf Curl Virus,28.7,44,95,7.4,54,1,1
Mango,Powdery Mildew,27.5,62,364,6.6,78,1,1
Groundnut,Rust,39.5,30,258,6.0,34,1,1
Groundnut,Tikka Disease,18.1,91,115,7.9,21,1,0
Banana,Panama Disease,18.8,64,63,6.7,59,0,1
Apple,Healthy,23.4,31,344,7.7,20,0,0
Grapes,Powdery Mildew,35.6,40,291,7.9,27,0,1
Potato,Early Blight,25.5,82,193,5.5,10,1,0
Groundnut,Rust,28.6,36,66,7.6,58,1,1
Rice,Brown Spot,19.7,89,107,5.9,40,1,1
Soybean,Rust,36.3,68,335,4.9,13,1,1
Mango,Powdery Mildew,36.7,56,170,6.7,21,1,1
Soybean,Healthy,38.7,69,359,6.7,62,0,1
Tomato,Healthy,21.7,37,0,6.0,63,0,0
Apple,Apple Scab,34.4,77,111,6.5,64,1,0
Cotton,Healthy,44.2,58,167,6.5,42,0,0
Wheat,Powdery Mildew,24.8,56,218,5.7,66,0,1
Chilli,Healthy,35.9,39,307,5.5,22,0,0
Groundnut,Healthy,37.4,63,155,6.2,50,0,0
Wheat,Powdery Mildew,15.5,33,3,7.9,53,1,0
Sugarcane,Smut,19.0,91,190,5.9,85,1,1
Wheat,Healthy,15.7,83,275,6.3,68,0,0
Soybean,Bacterial Blight,31.6,39,3,5.7,83,1,1
Maize,Downy Mildew,25.8,64,267,6.0,26,0,0
Potato,Late Blight,28.8,35,345,6.7,47,1,0
Chilli,Healthy,18.8,86,39,5.7,16,0,0
Chilli,Healthy,18.6,45,175,6.9,55,0,0
Rice,Healthy,26.9,80,270,5.0,75,0,0
Soybean,Healthy,34.8,66,279,5.4,73,0,0
Grapes,Downy Mildew,16.5,56,151,5.7,52,1,1
Apple,Apple Scab,41.5,52,151,6.2,48,1,1
Apple,Fire Blight,17.7,83,250,6.4,32,1,0
Groundnut,Rust,25.3,54,203,6.6,68,1,1
Sugarcane,Smut,15.9,80,28,6.6,30,1,1
Rice,Bacterial Leaf Blight,25.7,84,390,6.8,89,1,1
Soybean,Healthy,29.3,72,344,5.7,73,0,0
Grapes,Powdery Mildew,33.9,71,42,6.8,35,1,0
Wheat,Smut,43.2,65,198,6.8,66,1,0
Chilli,Leaf Curl,26.1,31,362,5.1,45,1,1
Chilli,Anthracnose,37.2,66,90,7.1,84,1,1
Tomato,Septoria Leaf Spot,18.1,89,140,6.1,48,0,1
Soybean,Healthy,18.5,52,8,5.4,54,0,0
Potato,Late Blight,41.3,35,344,5.8,27,1,1
Onion,Purple Blotch,20.0,95,400,7.0,58,0,0
Banana,Healthy,26.5,54,56,5.1,84,1,1
Mango,Anthracnose,33.6,76,343,7.6,52,0,1
Rice,Healthy,44.0,73,268,5.5,21,0,0
Groundnut,Tikka Disease,30.2,90,252,6.7,26,0,0
Potato,Healthy,28.4,92,269,5.1,42,0,0
Rice,Blast,42.7,79,175,5.8,11,0,1
Soybean,Healthy,31.2,83,160,5.2,11,0,0
Potato,Late Blight,42.4,84,326,6.2,77,1,1
Apple,Healthy,31.8,71,347,6.8,14,0,0
Rice,Bacterial Leaf Blight,38.8,49,384,6.5,46,1,0
Rice,Healthy,31.0,59,317,8.1,11,0,0
Apple,Apple Scab,39.6,80,336,6.9,62,1,0
Groundnut,Healthy,28.9,59,323,7.0,13,1,0
Maize,Healthy,44.5,72,75,7.9,30,0,0
Mango,Healthy,23.2,30,236,6.5,44,0,0
Sugarcane,Healthy,44.4,68,48,6.8,28,0,0
Soybean,Healthy,18.1,63,346,4.9,80,1,0
Grapes,Powdery Mildew,27.3,35,11,6.1,61,1,1
Rice,Bacterial Leaf Blight,41.0,79,386,6.6,90,1,1
Sugarcane,Healthy,43.5,71,97,7.8,51,0,0
Maize,Healthy,44.3,39,77,6.8,38,0,0
Grapes,Healthy,44.3,80,302,6.2,19,0,0
Chilli,Healthy,23.5,44,391,6.8,24,0,0
Banana,Healthy,32.4,34,255,5.2,86,0,0
Cotton,Leaf Curl Virus,27.5,76,363,6.4,64,1,1
Groundnut,Tikka Disease,37.1,69,293,7.9,54,1,1
Wheat,Powdery Mildew,36.9,89,77,7.9,67,1,1
Potato,Early Blight,30.7,38,51,5.3,33,1,1
Soybean,Rust,41.0,48,204,4.9,28,1,1
Groundnut,Healthy,27.2,60,56,7.2,27,0,0
Sugarcane,Red Rot,42.1,71,172,6.8,86,1,1
Mango,Anthracnose,29.1,45,261,7.3,45,0,0
Wheat,Healthy,40.0,36,334,6.9,15,0,0
Chilli,Healthy,19.6,87,134,6.1,32,1,0
Maize,Leaf Blight,40.4,60,389,7.4,65,1,1
Banana,Sigatoka,34.7,89,130,4.9,30,1,0
Apple,Fire Blight,26.0,60,120,4.8,10,1,1
Sugarcane,Smut,28.7,46,4,5.7,42,0,0
Sugarcane,Healthy,44.4,37,293,5.5,68,1,1
Banana,Healthy,29.6,45,315,4.9,37,0,0
Rice,Healthy,37.4,31,234,5.3,76,0,0
Banana,Sigatoka,20.8,40,108,5.9,32,0,0
Onion,Downy Mildew,33.0,62,188,5.6,83,1,1
Grapes,Downy Mildew,17.9,52,376,5.7,89,1,0
Sugarcane,Red Rot,23.6,60,254,6.9,76,1,1
Groundnut,Tikka Disease,25.1,93,278,8.1,80,1,0
Groundnut,Healthy,27.8,80,306,7.8,19,1,0
Rice,Blast,23.9,70,273,7.3,36,0,1
Potato,Early Blight,28.5,46,315,5.6,67,1,1
Grapes,Downy Mildew,37.1,90,388,5.6,67,1,0
Tomato,Late Blight,21.5,40,344,6.7,47,0,0
Wheat,Healthy,28.7,37,324,7.7,27,0,0
Tomato,Healthy,17.2,65,102,6.9,77,0,0
Wheat,Healthy,21.7,70,130,7.7,21,0,0
Cotton,Leaf Curl Virus,15.6,76,52,5.4,80,1,1
Mango,Powdery Mildew,19.2,37,240,5.4,41,0,1
Wheat,Powdery Mildew,39.0,71,371,7.8,15,0,1
Apple,Healthy,33.3,91,221,7.2,36,0,1
Onion,Healthy,25.7,53,329,7.7,26,0,0
Wheat,Healthy,45.0,77,49,7.6,48,0,0
Sugarcane,Smut,36.7,51,108,5.0,80,1,0
Mango,Healthy,39.3,62,255,7.3,78,0,0
Cotton,Healthy,24.9,72,169,5.6,17,0,0
Mango,Powdery Mildew,21.6,41,64,7.7,55,1,1
Mango,Powdery Mildew,18.8,61,314,7.1,59,1,1
Soybean,Healthy,19.6,43,228,7.6,10,0,0
Potato,Early Blight,26.9,49,327,5.6,65,1,1
Banana,Panama Disease,43.7,37,5,7.4,62,0,1
Banana,Panama Disease,25.6,59,88,6.9,14,1,1
Banana,Sigatoka,23.9,65,321,5.1,88,0,1
Groundnut,Healthy,32.0,38,319,7.5,43,0,0
Onion,Purple Blotch,22.4,72,243,7.5,21,1,0
Onion,Purple Blotch,30.3,57,115,7.9,85,1,0
Tomato,Early Blight,23.2,55,13,7.5,75,1,1
Wheat,Rust,37.8,67,346,5.1,67,0,0
Tomato,Early Blight,38.3,88,214,5.3,51,1,1
Soybean,Rust,42.6,48,64,6.5,54,1,1
Groundnut,Healthy,27.1,81,8,7.5,63,0,1
Cotton,Boll Rot,23.6,80,260,7.3,84,1,1
Potato,Late Blight,37.4,36,310,5.9,72,1,1
Sugarcane,Healthy,25.9,67,138,6.5,52,0,0
Banana,Panama Disease,27.9,37,383,7.1,16,0,1
Banana,Sigatoka,43.2,69,221,6.4,23,0,0
Apple,Apple Scab,29.5,52,328,7.1,69,1,1
Groundnut,Tikka Disease,29.5,69,155,7.8,59,1,1
Wheat,Rust,28.4,64,35,6.5,35,1,1
Apple,Fire Blight,34.7,41,59,7.6,51,1,1
Wheat,Powdery Mildew,24.0,61,239,4.8,42,1,1
Mango,Powdery Mildew,32.4,72,168,7.1,69,1,0
Sugarcane,Smut,28.6,69,344,6.2,41,1,0
Soybean,Rust,16.7,44,202,4.9,35,1,1
Grapes,Healthy,33.8,75,281,5.4,40,0,0
Rice,Bacterial Leaf Blight,15.7,84,92,7.8,43,1,1
Soybean,Rust,26.4,80,257,8.2,13,1,1
Chilli,Healthy,17.5,38,146,6.5,52,1,1
Groundnut,Healthy,43.8,92,213,8.1,35,0,0
Onion,Healthy,44.3,76,327,7.9,10,0,0
Sugarcane,Smut,39.4,79,391,7.9,35,1,0
Apple,Fire Blight,18.7,60,196,7.2,22,1,1
Potato,Healthy,23.4,43,3,6.4,37,0,0
Banana,Panama Disease,43.3,55,18,7.9,59,1,1
Groundnut,Healthy,33.7,63,142,8.0,47,0,0
Tomato,Septoria Leaf Spot,16.0,32,166,6.6,47,1,1
Soybean,Rust,25.3,46,376,6.8,53,0,1
Soybean,Bacterial Blight,23.2,31,327,7.2,45,0,1
Soybean,Rust,40.6,89,253,7.8,59,1,1
Grapes,Downy Mildew,26.8,49,163,5.2,41,1,1
Grapes,Downy Mildew,39.0,79,354,5.7,15,0,1
Onion,Healthy,40.7,54,385,8.0,84,0,0
Mango,Anthracnose,36.6,33,88,7.3,87,1,1
Onion,Healthy,17.8,49,291,5.7,78,0,0
Mango,Anthracnose,17.0,47,54,7.6,24,1,1
Rice,Bacterial Leaf Blight,26.6,49,159,6.3,57,1,1
Grapes,Powdery Mildew,26.5,65,1,4.9,17,1,1
Banana,Healthy,35.6,93,216,7.3,64,1,0
Sugarcane,Smut,18.0,44,143,7.1,18,0,0
Chilli,Healthy,42.1,65,252,6.4,80,0,0
Groundnut,Healthy,16.8,56,127,8.1,88,0,0
Groundnut,Healthy,36.4,92,353,4.9,32,0,0
Mango,Powdery Mildew,27.2,84,75,7.2,17,0,1
Cotton,Leaf Curl Virus,41.5,46,216,7.8,63,0,1
Potato,Early Blight,42.2,91,378,5.1,51,0,0
Maize,Leaf Blight,30.6,32,356,4.9,16,1,1
Maize,Leaf Blight,20.6,68,313,5.7,36,1,1
Groundnut,Rust,35.1,56,366,5.0,40,1,1
Soybean,Rust,21.2,68,230,6.3,38,0,1
Wheat,Healthy,30.7,79,113,6.7,24,0,0
Onion,Purple Blotch,17.9,65,38,7.7,85,1,1
Onion,Purple Blotch,23.5,73,110,6.5,34,0,0
Banana,Sigatoka,43.0,84,284,7.6,42,1,1
Maize,Downy Mildew,40.3,48,5,5.4,78,1,1
Banana,Healthy,32.4,82,174,5.0,40,0,0
Maize,Healthy,34.4,79,47,6.3,10,0,0
Sugarcane,Healthy,31.0,55,204,7.4,90,0,0
Tomato,Septoria Leaf Spot,21.3,62,282,5.1,86,1,1
Maize,Leaf Blight,19.7,86,194,6.4,21,1,0
Rice,Bacterial Leaf Blight,21.3,71,92,5.5,38,1,1
Onion,Healthy,37.9,39,31,6.2,20,0,0
Rice,Brown Spot,44.4,81,116,7.6,77,1,0
Grapes,Downy Mildew,23.3,34,31,5.4,18,1,1
Groundnut,Rust,30.2,90,270,5.8,16,1,0
Soybean,Rust,44.0,43,319,6.5,29,0,0
Banana,Healthy,19.1,79,34,7.7,35,0,0
Chilli,Leaf Curl,38.2,36,100,7.5,59,1,0
Soybean,Healthy,35.7,68,193,6.0,29,0,0
Potato,Healthy,17.7,64,372,4.9,42,0,0
Rice,Brown Spot,19.3,34,371,4.9,72,1,1
Onion,Healthy,39.2,80,205,5.1,22,0,1
Chilli,Anthracnose,34.6,40,98,7.0,27,1,0
Sugarcane,Healthy,44.6,69,103,6.6,66,0,1
Maize,Leaf Blight,17.8,83,262,8.1,22,1,1
Groundnut,Rust,16.7,80,265,6.2,69,1,1
Tomato,Late Blight,31.3,47,140,7.0,57,1,1
Groundnut,Tikka Disease,18.3,53,364,7.3,16,1,1
Wheat,Powdery Mildew,17.5,94,376,7.4,52,1,0
Grapes,Healthy,34.8,41,291,4.9,53,0,0
Mango,Healthy,35.3,55,207,4.9,10,0,0
Apple,Healthy,37.0,70,108,5.0,78,0,0
Mango,Anthracnose,36.9,93,192,7.0,17,1,0
Chilli,Leaf Curl,18.8,31,251,7.6,23,0,1
Soybean,Healthy,30.5,67,33,7.9,66,0,0
Banana,Sigatoka,27.8,66,319,6.4,31,1,1
Sugarcane,Red Rot,29.9,71,335,8.0,37,1,1
Wheat,Powdery Mildew,18.7,87,355,7.7,29,1,0
Wheat,Powdery Mildew,28.7,43,400,6.4,87,1,1
Apple,Healthy,43.9,31,323,7.6,21,0,0
Banana,Panama Disease,16.8,45,173,6.6,72,1,0
Chilli,Healthy,39.5,83,234,4.9,59,0,0
Grapes,Healthy,38.1,52,253,5.5,24,0,0
Rice,Blast,23.5,63,397,8.0,61,0,0
Potato,Late Blight,38.2,31,75,7.5,49,1,1
Soybean,Healthy,27.9,92,34,5.0,41,0,0
Soybean,Bacterial Blight,33.7,86,221,5.9,42,0,0
Apple,Apple Scab,18.4,50,382,5.2,33,1,0
Groundnut,Healthy,16.9,61,64,6.8,73,0,0
Sugarcane,Red Rot,20.1,40,361,5.3,48,1,1
Groundnut,Rust,22.4,41,327,5.2,46,1,0
Tomato,Early Blight,18.4,87,17,5.5,63,1,1
Chilli,Healthy,27.0,54,389,6.5,33,0,0
Chilli,Healthy,29.1,50,87,4.9,73,1,0
Cotton,Boll Rot,40.8,67,385,8.2,29,0,0
Rice,Healthy,44.7,38,371,6.4,82,0,0
Wheat,Smut,22.7,32,69,5.7,25,1,0
Banana,Panama Disease,21.8,71,296,6.8,81,1,1
Soybean,Rust,43.2,83,279,7.8,23,1,0
Rice,Brown Spot,43.2,71,69,6.5,37,1,1
Apple,Healthy,43.2,83,103,5.2,46,0,0
Sugarcane,Healthy,27.7,72,391,5.7,35,0,0
Apple,Apple Scab,15.2,56,209,5.2,73,0,1
Tomato,Healthy,16.2,70,294,6.3,75,0,1
Grapes,Healthy,25.4,60,152,7.9,32,0,1
Wheat,Smut,42.8,44,0,6.7,57,0,0
Maize,Leaf Blight,35.4,84,116,6.2,50,1,1
Maize,Leaf Blight,29.4,33,64,4.8,12,1,1
Chilli,Healthy,37.0,80,385,7.3,15,0,0
Onion,Healthy,20.6,57,258,5.8,76,0,0
Wheat,Smut,37.2,61,347,8.0,39,1,0
Grapes,Downy Mildew,42.2,63,393,8.2,21,0,0
Groundnut,Tikka Disease,19.3,49,251,5.4,41,0,0
Grapes,Downy Mildew,35.7,76,316,5.2,81,1,1
Rice,Bacterial Leaf Blight,25.6,45,113,7.7,39,1,1
Onion,Purple Blotch,41.3,68,268,6.3,30,1,1
